RT13Id,IsBadBuy
2327,0
2331,0
2333,0
2339,0
2340,0
2341,0
2343,0
2350,0
2351,0
2357,0
2358,0
2359,0
2365,0
2371,0
2374,0
2376,0
2384,0
2394,0
2395,0
2397,0
2399,0
2403,0
2406,0
2408,0
2410,0
2411,0
2413,0
2415,0
2417,0
2420,0
2424,0
2426,0
2428,0
2433,0
2437,0
2439,0
2447,0
2449,0
2450,0
2452,0
2464,0
2471,0
2473,0
2474,0
2477,0
2480,0
2487,0
2489,0
2497,0
2498,0
2503,0
2504,0
2507,0
2511,0
2515,0
2516,0
2518,0
2520,0
2525,0
2526,0
2530,0
2531,0
2538,0
2540,0
2544,0
2546,0
2550,0
2551,0
2552,0
2555,0
2556,0
2561,0
2562,0
2566,0
2570,0
2572,0
2573,0
2574,0
2580,0
2583,0
2589,0
2592,0
2593,0
2594,0
2597,0
2612,0
2616,0
2618,0
2619,0
2622,0
2623,0
2625,0
2628,0
2635,0
2639,0
2642,0
2648,0
2659,0
2663,0
2664,0
2666,0
2669,0
2670,0
2675,0
2677,0
2685,0
2686,0
2688,0
2692,0
2694,0
2695,0
2696,0
2697,0
2699,0
2700,0
2701,0
2702,0
2703,0
2705,0
2712,0
2713,0
2716,0
2731,0
2733,0
2735,0
2748,0
2750,0
2751,0
2752,0
2753,0
2757,0
2763,0
2766,0
2771,0
2772,0
2777,0
2779,0
2786,0
2787,0
2793,0
2794,0
2796,0
2797,0
2807,0
2817,0
2818,0
2823,0
2825,0
2833,0
2842,0
2847,0
2850,0
2852,0
2855,0
2857,0
2858,0
2860,0
2862,0
2873,0
2876,0
2879,0
2884,0
2885,0
2887,0
2890,0
2894,0
2898,0
2909,0
2912,0
2913,0
2914,0
2916,0
2922,0
2926,0
2934,0
2935,0
2939,0
2942,0
2947,0
2954,0
2956,0
2958,0
2959,0
2965,0
2967,0
2968,0
2969,0
2972,0
2974,0
2976,0
2981,0
2988,0
2996,0
2999,0
3000,0
3002,0
3003,0
3004,0
3007,0
3010,0
3011,0
3012,0
3013,0
3014,0
3015,0
3021,0
3026,0
3028,0
3029,0
3030,0
3043,0
3047,0
3068,0
3072,0
3082,0
3084,0
3087,0
3091,0
3092,0
3093,0
3094,0
3095,0
3097,0
3105,0
3111,0
3113,0
3114,0
3115,0
3120,0
3129,0
3130,0
3133,0
3135,0
3139,0
3140,0
3141,0
3142,0
3143,0
3146,0
3150,0
3151,0
3158,0
3165,0
3166,0
3170,0
3172,0
3175,0
3178,0
3179,0
3184,0
3185,0
3186,0
3187,0
3194,0
3201,0
3205,0
3206,0
3207,0
3221,0
3222,0
3228,0
3235,0
3236,0
3243,0
3244,0
3256,0
3258,0
3269,0
3279,0
3282,0
3283,0
3285,0
3286,0
3287,0
3289,0
3290,0
3295,0
3298,0
3299,0
3303,0
3306,0
3311,0
3313,0
3314,0
3321,0
3323,0
3325,0
3326,0
3331,0
3337,0
3338,0
3343,0
3344,0
3346,0
3347,0
3348,0
3359,0
3369,0
3371,0
3378,0
3380,0
3382,0
3393,0
3400,0
3403,0
3405,0
3406,0
3407,0
3411,0
3413,0
3419,0
3420,0
3421,0
3423,0
3428,0
3429,0
3430,0
3431,0
3434,0
3437,0
3440,0
3441,0
3443,0
3451,0
3455,0
3460,0
3462,0
3465,0
3467,0
3477,0
3480,0
3487,0
3492,0
3495,0
3497,0
3500,0
3502,0
3509,0
3513,0
3517,0
3521,0
3526,0
3532,0
3533,0
3536,0
3541,0
3548,0
3553,0
3557,0
3562,0
3564,0
3571,0
3580,0
3582,0
3583,0
3584,0
3585,0
3590,0
3592,0
3598,0
3599,0
3600,0
3602,0
3604,0
3606,0
3607,0
3613,0
3617,0
3619,0
3625,0
3629,0
3632,0
3633,0
3634,0
3638,0
3640,0
3649,0
3651,0
3652,0
3656,0
3657,0
3658,0
3660,0
3674,0
3675,0
3676,0
3677,0
3678,0
3679,0
3680,0
3686,0
3688,0
3689,0
3696,0
3698,0
3702,0
3705,0
3711,0
3717,0
3723,0
3729,0
3731,0
3732,0
3734,0
3737,0
3744,0
3746,0
3754,0
3758,0
3760,0
3764,0
3767,0
3776,0
3780,0
3782,0
3783,0
3788,0
3789,0
3791,0
3792,0
3797,0
3798,0
3810,0
3814,0
3817,0
3833,0
3836,0
3837,0
3839,0
3845,0
3847,0
3851,0
3852,0
3853,0
3855,0
3857,0
3860,0
3861,0
3863,0
3866,0
3869,0
3872,0
3875,0
3876,0
3881,0
3885,0
3886,0
3887,0
3891,0
3892,0
3894,0
3897,0
3898,0
3899,0
3901,0
3904,0
3906,0
3910,0
3912,0
3917,0
3920,0
3926,0
3927,0
3929,0
3930,0
3932,0
3933,0
3935,0
3939,0
3943,0
3950,0
3951,0
3953,0
3962,0
3965,0
3972,0
3974,0
3983,0
3990,0
3991,0
3999,0
4000,0
4004,0
4011,0
4012,0
4020,0
4021,0
4022,0
4027,0
4028,0
4029,0
4033,0
4034,0
4037,0
4038,0
4039,0
4040,0
4041,0
4044,0
4056,0
4073,0
4079,0
4082,0
4084,0
4088,0
4089,0
4091,0
4092,0
4094,0
4101,0
4102,0
4103,0
4105,0
4106,0
4109,0
4112,0
4113,0
4118,0
4123,0
4142,0
4145,0
4147,0
4149,0
4152,0
4153,0
4160,0
4165,0
4167,0
4180,0
4185,0
4195,0
4203,0
4209,0
4211,0
4212,0
4222,0
4223,0
4224,0
4225,0
4230,0
4231,0
4232,0
4240,0
4241,0
4242,0
4243,0
4244,0
4248,0
4250,0
4251,0
4252,0
4253,0
4254,0
4255,0
4264,0
4266,0
4267,0
4268,0
4270,0
4274,0
4275,0
4276,0
4289,0
4290,0
4293,0
4295,0
4297,0
4300,0
4301,0
4302,0
4303,0
4304,0
4305,0
4311,0
4314,0
4315,0
4316,0
4317,0
4318,0
4321,0
4325,0
4326,0
4327,0
4330,0
4332,0
4341,0
4342,0
4345,0
4349,0
4350,0
4359,0
4363,0
4367,0
4370,0
4376,0
4377,0
4378,0
4381,0
4382,0
4384,0
4385,0
4386,0
4388,0
4396,0
4399,0
4400,0
4404,0
4415,0
4416,0
4418,0
4422,0
4427,0
4428,0
4429,0
4430,0
4432,0
4448,0
4451,0
4460,0
4464,0
4465,0
4474,0
4476,0
4477,0
4478,0
4480,0
4483,0
4484,0
4485,0
4488,0
4489,0
4490,0
4493,0
4494,0
4496,0
4499,0
4502,0
4508,0
4512,0
4513,0
4516,0
4521,0
4522,0
4523,0
4533,0
4534,0
4535,0
4537,0
4548,0
4551,0
4553,0
4557,0
4558,0
4561,0
4564,0
4566,0
4569,0
4571,0
4574,0
4576,0
4578,0
4580,0
4581,0
4585,0
4586,0
4587,0
4588,0
4592,0
4595,0
4596,0
4601,0
4602,0
4606,0
4609,0
4610,0
4612,0
4616,0
4620,0
4624,0
4626,0
4627,0
4633,0
4636,0
4637,0
4638,0
4639,0
4641,0
4643,0
4644,0
4647,0
4652,0
4663,0
4665,0
4670,0
4671,0
4672,0
4675,0
4676,0
4677,0
4680,0
4681,0
4683,0
4688,0
4691,0
4695,0
4697,0
4700,0
4701,0
4706,0
4709,0
4712,0
4715,0
4722,0
4729,0
4731,0
4732,0
4734,0
4736,0
4737,0
4743,0
4753,0
4758,0
4759,0
4766,0
4774,0
4775,0
4781,0
4782,0
4783,0
4787,0
4788,0
4792,0
4801,0
4802,0
4807,0
4812,0
4817,0
4820,0
4822,0
4828,0
4829,0
4830,0
4834,0
4835,0
4836,0
4839,0
4840,0
4842,0
4848,0
4852,0
4860,0
4862,0
4868,0
4870,0
4872,0
4873,0
4875,0
4878,0
4881,0
4882,0
4884,0
4894,0
4896,0
4898,0
4900,0
4901,0
4906,0
4907,0
4909,0
4913,0
4915,0
4917,0
4918,0
4920,0
4923,0
4926,0
4928,0
4931,0
4935,0
4936,0
4944,0
4945,0
4948,0
4950,0
4951,0
4957,0
4958,0
4961,0
4963,0
4966,0
4967,0
4972,0
4976,0
4979,0
4982,0
4985,0
4987,0
4988,0
4989,0
4993,0
5000,0
5001,0
5009,0
5010,0
5011,0
5014,0
5015,0
5020,0
5025,0
5034,0
5035,0
5040,0
5042,0
5043,0
5044,0
5047,0
5054,0
5058,0
5060,0
5064,0
5071,0
5074,0
5079,0
5083,0
5088,0
5094,0
5095,0
5096,0
5097,0
5100,0
5103,0
5108,0
5117,0
5119,0
5125,0
5129,0
5130,0
5134,0
5135,0
5138,0
5143,0
5145,0
5151,0
5152,0
5154,0
5156,0
5157,0
5158,0
5161,0
5173,0
5182,0
5183,0
5184,0
5192,0
5195,0
5197,0
5200,0
5201,0
5214,0
5217,0
5219,0
5222,0
5223,0
5225,0
5226,0
5227,0
5229,0
5234,0
5238,0
5241,0
5242,0
5243,0
5249,0
5250,0
5253,0
5255,0
5256,0
5265,0
5266,0
5270,0
5272,0
5274,0
5276,0
5284,0
5288,0
5293,0
5294,0
5298,0
5300,0
5302,0
5303,0
5305,0
5307,0
5308,0
5309,0
5313,0
5315,0
5321,0
5322,0
5323,0
5324,0
5325,0
5332,0
5336,0
5341,0
5346,0
5348,0
5350,0
5355,0
5358,0
5362,0
5368,0
5369,0
5370,0
5375,0
5378,0
5379,0
5384,0
5386,0
5390,0
5391,0
5395,0
5399,0
5400,0
5405,0
5409,0
5417,0
5422,0
5424,0
5425,0
5429,0
5437,0
5442,0
5444,0
5445,0
5447,0
5448,0
5451,0
5452,0
5456,0
5459,0
5466,0
5472,0
5474,0
5475,0
5481,0
5487,0
5490,0
5495,0
5500,0
5501,0
5502,0
5505,0
5506,0
5532,0
5534,0
5543,0
5544,0
5545,0
5547,0
5550,0
5551,0
5555,0
5558,0
5563,0
5570,0
5575,0
5582,0
5587,0
5588,0
5590,0
5594,0
5595,0
5599,0
5600,0
5603,0
5605,0
5606,0
5608,0
5613,0
5616,0
5618,0
5622,0
5625,0
5630,0
5636,0
5642,0
5645,0
5646,0
5651,0
5655,0
5658,0
5660,0
5661,0
5663,0
5665,0
5666,0
5667,0
5670,0
5671,0
5675,0
5679,0
5685,0
5687,0
5690,0
5691,0
5692,0
5696,0
5706,0
5708,0
5709,0
5711,0
5715,0
5716,0
5717,0
5719,0
5725,0
5726,0
5727,0
5734,0
5736,0
5741,0
5744,0
5747,0
5751,0
5754,0
5757,0
5758,0
5759,0
5762,0
5763,0
5765,0
5766,0
5768,0
5775,0
5785,0
5787,0
5789,0
5790,0
5793,0
5805,0
5807,0
5809,0
5811,0
5814,0
5818,0
5819,0
5824,0
5837,0
5838,0
5839,0
5840,0
5843,0
5844,0
5850,0
5857,0
5858,0
5863,0
5868,0
5875,0
5877,0
5882,0
5884,0
5886,0
5887,0
5888,0
5889,0
5902,0
5903,0
5910,0
5918,0
5930,0
5931,0
5933,0
5939,0
5940,0
5943,0
5945,0
5946,0
5949,0
5953,0
5954,0
5957,0
5960,0
5962,0
5965,0
5968,0
5971,0
5973,0
5982,0
5983,0
5986,0
5987,0
5990,0
5991,0
5995,0
5997,0
5999,0
6000,0
6002,0
6003,0
6008,0
6009,0
6018,0
6024,0
6025,0
6027,0
6037,0
6038,0
6041,0
6045,0
6052,0
6056,0
6057,0
6067,0
6068,0
6072,0
6080,0
6085,0
6090,0
6092,0
6096,0
6099,0
6100,0
6102,0
6105,0
6106,0
6108,0
6109,0
6113,0
6114,0
6119,0
6122,0
6123,0
6134,0
6146,0
6151,0
6153,0
6156,0
6158,0
6164,0
6167,0
6169,0
6175,0
6178,0
6184,0
6185,0
6186,0
6187,0
6193,0
6194,0
6197,0
6198,0
6202,0
6206,0
6207,0
6208,0
6211,0
6212,0
6214,0
6217,0
6223,0
6224,0
6228,0
6229,0
6231,0
6232,0
6234,0
6235,0
6239,0
6242,0
6247,0
6252,0
6253,0
6254,0
6255,0
6256,0
6259,0
6266,0
6269,0
6272,0
6275,0
6278,0
6279,0
6281,0
6282,0
6289,0
6292,0
6294,0
6295,0
6298,0
6299,0
6304,0
6308,0
6314,0
6318,0
6320,0
6321,0
6323,0
6324,0
6326,0
6330,0
6340,0
6344,0
6348,0
6359,0
6362,0
6363,0
6364,0
6365,0
6369,0
6371,0
6374,0
6383,0
6386,0
6387,0
6389,0
6392,0
6395,0
6398,0
6401,0
6405,0
6406,0
6409,0
6412,0
6417,0
6418,0
6420,0
6429,0
6430,0
6434,0
6435,0
6442,0
6443,0
6446,0
6448,0
6450,0
6453,0
6454,0
6455,0
6457,0
6458,0
6459,0
6466,0
6467,0
6479,0
6485,0
6486,0
6487,0
6489,0
6492,0
6493,0
6494,0
6498,0
6506,0
6515,0
6525,0
6527,0
6528,0
6530,0
6532,0
6536,0
6538,0
6544,0
6553,0
6555,0
6557,0
6561,0
6563,0
6565,0
6566,0
6577,0
6579,0
6580,0
6581,0
6586,0
6589,0
6592,0
6600,0
6602,0
6605,0
6608,0
6610,0
6620,0
6621,0
6622,0
6623,0
6628,0
6629,0
6631,0
6632,0
6633,0
6646,0
6647,0
6648,0
6654,0
6664,0
6665,0
6668,0
6671,0
6672,0
6673,0
6674,0
6676,0
6678,0
6679,0
6682,0
6686,0
6687,0
6693,0
6696,0
6703,0
6705,0
6712,0
6713,0
6719,0
6721,0
6725,0
6727,0
6729,0
6734,0
6737,0
6738,0
6742,0
6744,0
6747,0
6748,0
6751,0
6752,0
6755,0
6759,0
6762,0
6767,0
6770,0
6771,0
6773,0
6780,0
6781,0
6786,0
6787,0
6788,0
6789,0
6792,0
6813,0
6815,0
6820,0
6823,0
6827,0
6830,0
6831,0
6832,0
6834,0
6835,0
6846,0
6848,0
6853,0
6854,0
6856,0
6859,0
6861,0
6863,0
6870,0
6871,0
6872,0
6873,0
6879,0
6881,0
6885,0
6889,0
6890,0
6891,0
6893,0
6901,0
6907,0
6908,0
6916,0
6921,0
6923,0
6927,0
6928,0
6932,0
6936,0
6940,0
6941,0
6945,0
6947,0
6954,0
6956,0
6959,0
6960,0
6961,0
6967,0
6986,0
6987,0
6995,0
6996,0
6997,0
6998,0
6999,0
7001,0
7003,0
7004,0
7005,0
7007,0
7009,0
7014,0
7016,0
7019,0
7024,0
7028,0
7030,0
7031,0
7035,0
7036,0
7044,0
7045,0
7052,0
7053,0
7054,0
7057,0
7058,0
7065,0
7068,0
7069,0
7070,0
7072,0
7073,0
7074,0
7075,0
7078,0
7079,0
7082,0
7088,0
7093,0
7096,0
7101,0
7105,0
7110,0
7111,0
7119,0
7121,0
7122,0
7124,0
7128,0
7131,0
7135,0
7136,0
7141,0
7143,0
7145,0
7148,0
7150,0
7154,0
7155,0
7161,0
7167,0
7174,0
7176,0
7180,0
7183,0
7186,0
7193,0
7195,0
7203,0
7208,0
7209,0
7213,0
7222,0
7226,0
7227,0
7231,0
7232,0
7235,0
7236,0
7238,0
7241,0
7247,0
7249,0
7253,0
7254,0
7256,0
7258,0
7262,0
7266,0
7269,0
7270,0
7273,0
7277,0
7278,0
7283,0
7288,0
7290,0
7291,0
7304,0
7307,0
7308,0
7311,0
7313,0
7330,0
7331,0
7335,0
7337,0
7341,0
7344,0
7348,0
7350,0
7352,0
7361,0
7362,0
7366,0
7369,0
7370,0
7374,0
7377,0
7383,0
7388,0
7390,0
7391,0
7392,0
7395,0
7397,0
7398,0
7402,0
7408,0
7410,0
7411,0
7418,0
7423,0
7424,0
7425,0
7437,0
7442,0
7443,0
7444,0
7446,0
7451,0
7453,0
7457,0
7461,0
7469,0
7471,0
7480,0
7482,0
7483,0
7486,0
7490,0
7503,0
7507,0
7510,0
7511,0
7512,0
7527,0
7530,0
7531,0
7532,0
7533,0
7538,0
7539,0
7541,0
7542,0
7546,0
7547,0
7548,0
7551,0
7554,0
7555,0
7557,0
7562,0
7564,0
7566,0
7569,0
7575,0
7576,0
7579,0
7586,0
7590,0
7596,0
7597,0
7604,0
7605,0
7607,0
7609,0
7610,0
7611,0
7615,0
7618,0
7623,0
7630,0
7632,0
7635,0
7636,0
7639,0
7640,0
7643,0
7645,0
7647,0
7648,0
7657,0
7658,0
7661,0
7665,0
7668,0
7670,0
7672,0
7673,0
7675,0
7676,0
7681,0
7690,0
7693,0
7696,0
7697,0
7698,0
7704,0
7705,0
7706,0
7707,0
7710,0
7711,0
7712,0
7715,0
7717,0
7721,0
7722,0
7725,0
7729,0
7733,0
7734,0
7735,0
7736,0
7738,0
7739,0
7744,0
7745,0
7747,0
7748,0
7753,0
7757,0
7759,0
7760,0
7765,0
7771,0
7772,0
7773,0
7778,0
7783,0
7785,0
7792,0
7794,0
7795,0
7796,0
7805,0
7812,0
7814,0
7820,0
7828,0
7832,0
7836,0
7838,0
7841,0
7842,0
7843,0
7850,0
7854,0
7865,0
7867,0
7868,0
7869,0
7872,0
7877,0
7879,0
7885,0
7886,0
7893,0
7895,0
7897,0
7904,0
7905,0
7913,0
7916,0
7921,0
7925,0
7932,0
7935,0
7942,0
7943,0
7944,0
7946,0
7948,0
7954,0
7955,0
7956,0
7965,0
7968,0
7976,0
7982,0
7985,0
7986,0
7989,0
7996,0
8000,0
8003,0
8005,0
8009,0
8016,0
8017,0
8023,0
8031,0
8034,0
8035,0
8036,0
8040,0
8041,0
8046,0
8047,0
8050,0
8051,0
8052,0
8056,0
8061,0
8063,0
8068,0
8073,0
8075,0
8077,0
8078,0
8081,0
8083,0
8095,0
8096,0
8104,0
8106,0
8107,0
8115,0
8118,0
8120,0
8124,0
8127,0
8129,0
8136,0
8137,0
8138,0
8139,0
8141,0
8142,0
8144,0
8146,0
8152,0
8154,0
8155,0
8156,0
8169,0
8173,0
8175,0
8176,0
8177,0
8180,0
8181,0
8185,0
8186,0
8187,0
8189,0
8190,0
8192,0
8202,0
8207,0
8208,0
8212,0
8214,0
8229,0
8231,0
8232,0
8233,0
8238,0
8239,0
8245,0
8247,0
8248,0
8254,0
8258,0
8261,0
8262,0
8264,0
8269,0
8272,0
8273,0
8274,0
8277,0
8278,0
8281,0
8284,0
8286,0
8287,0
8289,0
8290,0
8293,0
8296,0
8297,0
8302,0
8304,0
8307,0
8315,0
8319,0
8320,0
8325,0
8328,0
8336,0
8341,0
8348,0
8349,0
8355,0
8362,0
8363,0
8365,0
8367,0
8368,0
8370,0
8376,0
8379,0
8385,0
8386,0
8390,0
8391,0
8394,0
8396,0
8397,0
8403,0
8404,0
8405,0
8407,0
8410,0
8414,0
8417,0
8418,0
8425,0
8429,0
8432,0
8433,0
8435,0
8438,0
8445,0
8448,0
8449,0
8461,0
8462,0
8465,0
8466,0
8467,0
8468,0
8470,0
8474,0
8487,0
8496,0
8497,0
8509,0
8513,0
8514,0
8520,0
8526,0
8530,0
8541,0
8543,0
8547,0
8550,0
8555,0
8556,0
8563,0
8571,0
8572,0
8573,0
8574,0
8575,0
8577,0
8585,0
8586,0
8588,0
8590,0
8595,0
8599,0
8602,0
8604,0
8607,0
8611,0
8612,0
8614,0
8618,0
8619,0
8620,0
8621,0
8626,0
8633,0
8636,0
8639,0
8640,0
8646,0
8648,0
8649,0
8653,0
8654,0
8655,0
8657,0
8670,0
8671,0
8675,0
8680,0
8682,0
8684,0
8686,0
8692,0
8694,0
8695,0
8696,0
8699,0
8703,0
8706,0
8715,0
8716,0
8722,0
8728,0
8730,0
8732,0
8738,0
8742,0
8743,0
8745,0
8746,0
8747,0
8751,0
8758,0
8762,0
8763,0
8764,0
8766,0
8768,0
8780,0
8781,0
8782,0
8790,0
8801,0
8802,0
8810,0
8816,0
8818,0
8819,0
8824,0
8828,0
8831,0
8837,0
8838,0
8842,0
8845,0
8850,0
8853,0
8857,0
8858,0
8864,0
8866,0
8867,0
8869,0
8870,0
8872,0
8875,0
8880,0
8881,0
8885,0
8886,0
8888,0
8890,0
8897,0
8902,0
8903,0
8910,0
8916,0
8920,0
8923,0
8927,0
8935,0
8942,0
8945,0
8950,0
8960,0
8970,0
8972,0
8977,0
8989,0
8990,0
8991,0
8995,0
9002,0
9005,0
9010,0
9011,0
9013,0
9016,0
9023,0
9025,0
9027,0
9029,0
9031,0
9038,0
9042,0
9044,0
9045,0
9046,0
9048,0
9049,0
9051,0
9054,0
9056,0
9057,0
9058,0
9059,0
9061,0
9064,0
9070,0
9073,0
9077,0
9081,0
9082,0
9089,0
9092,0
9097,0
9100,0
9103,0
9106,0
9109,0
9113,0
9114,0
9115,0
9116,0
9118,0
9119,0
9121,0
9123,0
9126,0
9129,0
9131,0
9133,0
9135,0
9136,0
9138,0
9139,0
9140,0
9141,0
9142,0
9146,0
9149,0
9154,0
9155,0
9161,0
9162,0
9163,0
9164,0
9167,0
9168,0
9169,0
9172,0
9176,0
9179,0
9182,0
9184,0
9188,0
9189,0
9190,0
9191,0
9194,0
9197,0
9202,0
9208,0
9211,0
9216,0
9218,0
9219,0
9221,0
9227,0
9229,0
9230,0
9234,0
9238,0
9240,0
9241,0
9244,0
9246,0
9248,0
9249,0
9250,0
9251,0
9252,0
9270,0
9276,0
9278,0
9288,0
9294,0
9299,0
9300,0
9301,0
9306,0
9318,0
9323,0
9329,0
9335,0
9336,0
9337,0
9344,0
9346,0
9349,0
9354,0
9359,0
9360,0
9361,0
9364,0
9365,0
9366,0
9368,0
9374,0
9382,0
9386,0
9390,0
9393,0
9395,0
9403,0
9404,0
9422,0
9423,0
9427,0
9429,0
9430,0
9432,0
9434,0
9438,0
9439,0
9440,0
9442,0
9449,0
9453,0
9456,0
9459,0
9460,0
9462,0
9464,0
9466,0
9468,0
9483,0
9484,0
9496,0
9499,0
9500,0
9502,0
9503,0
9506,0
9509,0
9512,0
9514,0
9518,0
9529,0
9531,0
9543,0
9545,0
9546,0
9547,0
9548,0
9549,0
9551,0
9553,0
9558,0
9567,0
9568,0
